# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      62     -0.66233065E-02     -0.82517511E-02     -0.20977411E-03     -0.66434504E-03
      63     -0.66551319E-02     -0.82517511E-02     -0.21215018E-03     -0.66434504E-03
      64     -0.66877710E-02     -0.82517511E-02     -0.21432422E-03     -0.66434504E-03
      65     -0.67202068E-02     -0.82517511E-02     -0.21669280E-03     -0.66434504E-03
      66     -0.67503925E-02     -0.82517511E-02     -0.21892037E-03     -0.66434504E-03
      67     -0.67759560E-02     -0.82517511E-02     -0.22127742E-03     -0.66434504E-03
      68     -0.68062579E-02     -0.82517511E-02     -0.22364197E-03     -0.66434504E-03
      69     -0.68404287E-02     -0.82517511E-02     -0.22598655E-03     -0.66434504E-03
      70     -0.68671878E-02     -0.82517511E-02     -0.22836185E-03     -0.66434504E-03
      71     -0.68990110E-02     -0.82517511E-02     -0.23074494E-03     -0.66434504E-03
      72     -0.69261978E-02     -0.82517511E-02     -0.23280998E-03     -0.66434504E-03
      73     -0.69505589E-02     -0.82517511E-02     -0.23523390E-03     -0.66434504E-03
      74     -0.69733986E-02     -0.82517511E-02     -0.23727588E-03     -0.66434504E-03
      75     -0.69945498E-02     -0.82517511E-02     -0.23942720E-03     -0.66434504E-03
      76     -0.70153459E-02     -0.82517511E-02     -0.24178296E-03     -0.66434504E-03
      77     -0.70372152E-02     -0.82517511E-02     -0.24396512E-03     -0.66434504E-03
      78     -0.70560052E-02     -0.82517511E-02     -0.24598343E-03     -0.66434504E-03
      79     -0.70782109E-02     -0.82517511E-02     -0.24815048E-03     -0.66434504E-03
      80     -0.71004026E-02     -0.82517511E-02     -0.25013367E-03     -0.66434504E-03
      81     -0.71212544E-02     -0.82517511E-02     -0.25224280E-03     -0.66434504E-03
      82     -0.71410246E-02     -0.82517511E-02     -0.25424418E-03     -0.66434504E-03
      83     -0.71606154E-02     -0.82517511E-02     -0.25611119E-03     -0.66434504E-03
      84     -0.71780695E-02     -0.82517511E-02     -0.25814226E-03     -0.66434504E-03
      85     -0.71954923E-02     -0.82517511E-02     -0.26014124E-03     -0.66434504E-03
      86     -0.72121372E-02     -0.82517511E-02     -0.26190178E-03     -0.66434504E-03
      87     -0.72283471E-02     -0.82517511E-02     -0.26371540E-03     -0.66434504E-03
      88     -0.72459523E-02     -0.82517511E-02     -0.26552404E-03     -0.66434504E-03
      89     -0.72611985E-02     -0.82517511E-02     -0.26734515E-03     -0.66434504E-03
      90     -0.72771454E-02     -0.82517511E-02     -0.26933940E-03     -0.66434504E-03
      91     -0.72930428E-02     -0.82517511E-02     -0.27110523E-03     -0.66434504E-03
      92     -0.73093080E-02     -0.82517511E-02     -0.27279262E-03     -0.66434504E-03
      93     -0.73243551E-02     -0.82517511E-02     -0.27467328E-03     -0.66434504E-03
      94     -0.73400814E-02     -0.82517511E-02     -0.27631124E-03     -0.66434504E-03
      95     -0.73565675E-02     -0.82517511E-02     -0.27802598E-03     -0.66434504E-03
      96     -0.73697357E-02     -0.82517511E-02     -0.27984382E-03     -0.66434504E-03
      97     -0.73843624E-02     -0.82517511E-02     -0.28148138E-03     -0.66434504E-03
      98     -0.73979152E-02     -0.82517511E-02     -0.28323520E-03     -0.66434504E-03
      99     -0.74104795E-02     -0.82517511E-02     -0.28497938E-03     -0.66434504E-03
     100     -0.74235834E-02     -0.82517511E-02     -0.28678148E-03     -0.66434504E-03
     101     -0.74355140E-02     -0.82517511E-02     -0.28845079E-03     -0.66434504E-03
     102     -0.74483182E-02     -0.82517511E-02     -0.29029421E-03     -0.66434504E-03
     103     -0.74593931E-02     -0.82517511E-02     -0.29181473E-03     -0.66434504E-03
     104     -0.74707511E-02     -0.82517511E-02     -0.29346771E-03     -0.66434504E-03
     105     -0.74817741E-02     -0.82517511E-02     -0.29501175E-03     -0.66434504E-03
     106     -0.74919086E-02     -0.82517511E-02     -0.29662345E-03     -0.66434504E-03
     107     -0.75016076E-02     -0.82517511E-02     -0.29832636E-03     -0.66434504E-03
     108     -0.75115559E-02     -0.82517511E-02     -0.30010114E-03     -0.66434504E-03
     109     -0.75224278E-02     -0.82517511E-02     -0.30161577E-03     -0.66434504E-03
     110     -0.75320576E-02     -0.82517511E-02     -0.30316779E-03     -0.66434504E-03
     111     -0.75408268E-02     -0.82517511E-02     -0.30484608E-03     -0.66434504E-03
     112     -0.75503362E-02     -0.82517511E-02     -0.30641152E-03     -0.66434504E-03
     113     -0.75587043E-02     -0.82517511E-02     -0.30811771E-03     -0.66434504E-03
     114     -0.75679433E-02     -0.82517511E-02     -0.30967624E-03     -0.66434504E-03
     115     -0.75766496E-02     -0.82517511E-02     -0.31118524E-03     -0.66434504E-03
     116     -0.75853585E-02     -0.82517511E-02     -0.31284472E-03     -0.66434504E-03
     117     -0.75931279E-02     -0.82517511E-02     -0.31474885E-03     -0.66434504E-03
     118     -0.76010922E-02     -0.82517511E-02     -0.31653492E-03     -0.66434504E-03
     119     -0.76085537E-02     -0.82517511E-02     -0.31823986E-03     -0.66434504E-03
     120     -0.76159950E-02     -0.82517511E-02     -0.31981213E-03     -0.66434504E-03
     121     -0.76236891E-02     -0.82517511E-02     -0.32158215E-03     -0.66434504E-03
     122     -0.76304877E-02     -0.82517511E-02     -0.32316629E-03     -0.66434504E-03
     123     -0.76378164E-02     -0.82517511E-02     -0.32493744E-03     -0.66434504E-03
     124     -0.76452276E-02     -0.82517511E-02     -0.32668076E-03     -0.66434504E-03
     125     -0.76515219E-02     -0.82517511E-02     -0.32859194E-03     -0.66434504E-03
     126     -0.76579166E-02     -0.82517511E-02     -0.33013096E-03     -0.66434504E-03
     127     -0.76640091E-02     -0.82517511E-02     -0.33190847E-03     -0.66434504E-03
     128     -0.76706970E-02     -0.82517511E-02     -0.33349817E-03     -0.66434504E-03
     129     -0.76774607E-02     -0.82517511E-02     -0.33522513E-03     -0.66434504E-03
     130     -0.76829715E-02     -0.82517511E-02     -0.33690270E-03     -0.66434504E-03
     131     -0.76881228E-02     -0.82517511E-02     -0.33860497E-03     -0.66434504E-03
     132     -0.76936989E-02     -0.82517511E-02     -0.34017864E-03     -0.66434504E-03
     133     -0.76990582E-02     -0.82517511E-02     -0.34165392E-03     -0.66434504E-03
     134     -0.77046452E-02     -0.82517511E-02     -0.34314161E-03     -0.66434504E-03
     135     -0.77098610E-02     -0.82517511E-02     -0.34456411E-03     -0.66434504E-03
     136     -0.77153612E-02     -0.82517511E-02     -0.34610262E-03     -0.66434504E-03
     137     -0.77206509E-02     -0.82517511E-02     -0.34767926E-03     -0.66434504E-03
     138     -0.77265021E-02     -0.82517511E-02     -0.34937944E-03     -0.66434504E-03
     139     -0.77319822E-02     -0.82517511E-02     -0.35091663E-03     -0.66434504E-03
     140     -0.77368877E-02     -0.82517511E-02     -0.35241238E-03     -0.66434504E-03
     141     -0.77416670E-02     -0.82517511E-02     -0.35388057E-03     -0.66434504E-03
     142     -0.77465779E-02     -0.82517511E-02     -0.35539023E-03     -0.66434504E-03
     143     -0.77511117E-02     -0.82517511E-02     -0.35685608E-03     -0.66434504E-03
     144     -0.77554242E-02     -0.82517511E-02     -0.35835128E-03     -0.66434504E-03
     145     -0.77601808E-02     -0.82517511E-02     -0.35990840E-03     -0.66434504E-03
     146     -0.77643951E-02     -0.82517511E-02     -0.36128541E-03     -0.66434504E-03
     147     -0.77689364E-02     -0.82517511E-02     -0.36270297E-03     -0.66434504E-03
     148     -0.77730368E-02     -0.82517511E-02     -0.36409725E-03     -0.66434504E-03
     149     -0.77771345E-02     -0.82517511E-02     -0.36557569E-03     -0.66434504E-03
     150     -0.77812994E-02     -0.82517511E-02     -0.36710818E-03     -0.66434504E-03
     151     -0.77852549E-02     -0.82517511E-02     -0.36844044E-03     -0.66434504E-03
     152     -0.77893887E-02     -0.82517511E-02     -0.36992060E-03     -0.66434504E-03
     153     -0.77931604E-02     -0.82517511E-02     -0.37130729E-03     -0.66434504E-03
     154     -0.77970794E-02     -0.82517511E-02     -0.37283782E-03     -0.66434504E-03
     155     -0.78009462E-02     -0.82517511E-02     -0.37440077E-03     -0.66434504E-03
     156     -0.78044184E-02     -0.82517511E-02     -0.37585275E-03     -0.66434504E-03
     157     -0.78078307E-02     -0.82517511E-02     -0.37714196E-03     -0.66434504E-03
     158     -0.78115288E-02     -0.82517511E-02     -0.37859012E-03     -0.66434504E-03
     159     -0.78147055E-02     -0.82517511E-02     -0.37999950E-03     -0.66434504E-03
     160     -0.78180003E-02     -0.82517511E-02     -0.38132631E-03     -0.66434504E-03
     161     -0.78211774E-02     -0.82517511E-02     -0.38281574E-03     -0.66434504E-03
     162     -0.78246964E-02     -0.82517511E-02     -0.38406619E-03     -0.66434504E-03
     163     -0.78280491E-02     -0.82517511E-02     -0.38540129E-03     -0.66434504E-03
     164     -0.78313766E-02     -0.82517511E-02     -0.38676168E-03     -0.66434504E-03
     165     -0.78348637E-02     -0.82517511E-02     -0.38829600E-03     -0.66434504E-03
     166     -0.78377519E-02     -0.82517511E-02     -0.38966683E-03     -0.66434504E-03
     167     -0.78406322E-02     -0.82517511E-02     -0.39100271E-03     -0.66434504E-03
     168     -0.78434775E-02     -0.82517511E-02     -0.39240575E-03     -0.66434504E-03
     169     -0.78462362E-02     -0.82517511E-02     -0.39384082E-03     -0.66434504E-03
     170     -0.78491068E-02     -0.82517511E-02     -0.39517092E-03     -0.66434504E-03
     171     -0.78518515E-02     -0.82517511E-02     -0.39654165E-03     -0.66434504E-03
     172     -0.78547287E-02     -0.82517511E-02     -0.39794977E-03     -0.66434504E-03
     173     -0.78576515E-02     -0.82517511E-02     -0.39952789E-03     -0.66434504E-03
     174     -0.78603901E-02     -0.82517511E-02     -0.40087238E-03     -0.66434504E-03
     175     -0.78630354E-02     -0.82517511E-02     -0.40232990E-03     -0.66434504E-03
     176     -0.78657481E-02     -0.82517511E-02     -0.40355971E-03     -0.66434504E-03
     177     -0.78680476E-02     -0.82517511E-02     -0.40490030E-03     -0.66434504E-03
     178     -0.78704992E-02     -0.82517511E-02     -0.40623700E-03     -0.66434504E-03
     179     -0.78730259E-02     -0.82517511E-02     -0.40752525E-03     -0.66434504E-03
     180     -0.78754443E-02     -0.82517511E-02     -0.40872338E-03     -0.66434504E-03
     181     -0.78777559E-02     -0.82517511E-02     -0.40989154E-03     -0.66434504E-03
     182     -0.78800217E-02     -0.82517511E-02     -0.41115673E-03     -0.66434504E-03
     183     -0.78822378E-02     -0.82517511E-02     -0.41236559E-03     -0.66434504E-03
     184     -0.78843600E-02     -0.82517511E-02     -0.41351456E-03     -0.66434504E-03
     185     -0.78868322E-02     -0.82517511E-02     -0.41475922E-03     -0.66434504E-03
     186     -0.78891565E-02     -0.82517511E-02     -0.41604657E-03     -0.66434504E-03
     187     -0.78916095E-02     -0.82517511E-02     -0.41723457E-03     -0.66434504E-03
     188     -0.78936829E-02     -0.82517511E-02     -0.41843348E-03     -0.66434504E-03
     189     -0.78958554E-02     -0.82517511E-02     -0.41963355E-03     -0.66434504E-03
     190     -0.78978455E-02     -0.82517511E-02     -0.42078990E-03     -0.66434504E-03
     191     -0.78998026E-02     -0.82517511E-02     -0.42182828E-03     -0.66434504E-03
     192     -0.79019084E-02     -0.82517511E-02     -0.42317277E-03     -0.66434504E-03
     193     -0.79040560E-02     -0.82517511E-02     -0.42432747E-03     -0.66434504E-03
     194     -0.79058938E-02     -0.82517511E-02     -0.42545824E-03     -0.66434504E-03
     195     -0.79078454E-02     -0.82517511E-02     -0.42665484E-03     -0.66434504E-03
     196     -0.79095807E-02     -0.82517511E-02     -0.42777501E-03     -0.66434504E-03
     197     -0.79113188E-02     -0.82517511E-02     -0.42892653E-03     -0.66434504E-03
     198     -0.79130936E-02     -0.82517511E-02     -0.43006704E-03     -0.66434504E-03
     199     -0.79148800E-02     -0.82517511E-02     -0.43127880E-03     -0.66434504E-03
     200     -0.79167875E-02     -0.82517511E-02     -0.43237574E-03     -0.66434504E-03
     201     -0.79184871E-02     -0.82517511E-02     -0.43351811E-03     -0.66434504E-03
     202     -0.79201656E-02     -0.82517511E-02     -0.43457610E-03     -0.66434504E-03
     203     -0.79219198E-02     -0.82517511E-02     -0.43558230E-03     -0.66434504E-03
     204     -0.79235313E-02     -0.82517511E-02     -0.43655165E-03     -0.66434504E-03
     205     -0.79250568E-02     -0.82517511E-02     -0.43758850E-03     -0.66434504E-03
     206     -0.79266559E-02     -0.82517511E-02     -0.43872977E-03     -0.66434504E-03
     207     -0.79281610E-02     -0.82517511E-02     -0.43981494E-03     -0.66434504E-03
     208     -0.79297970E-02     -0.82517511E-02     -0.44095937E-03     -0.66434504E-03
     209     -0.79312782E-02     -0.82517511E-02     -0.44196849E-03     -0.66434504E-03
     210     -0.79328221E-02     -0.82517511E-02     -0.44302676E-03     -0.66434504E-03
     211     -0.79342302E-02     -0.82517511E-02     -0.44406827E-03     -0.66434504E-03
     212     -0.79355730E-02     -0.82517511E-02     -0.44504174E-03     -0.66434504E-03
     213     -0.79370408E-02     -0.82517511E-02     -0.44614035E-03     -0.66434504E-03
     214     -0.79384983E-02     -0.82517511E-02     -0.44727027E-03     -0.66434504E-03
     215     -0.79399336E-02     -0.82517511E-02     -0.44830918E-03     -0.66434504E-03
     216     -0.79413269E-02     -0.82517511E-02     -0.44941753E-03     -0.66434504E-03
     217     -0.79426658E-02     -0.82517511E-02     -0.45046736E-03     -0.66434504E-03
     218     -0.79441127E-02     -0.82517511E-02     -0.45160446E-03     -0.66434504E-03

# q=  0.25000000E+00  0.75000000E+00  0.75000000E+00  (qpt 17)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.45892940E-04     -0.13240730E-02     -0.13765162E-05     -0.63145342E-03
       2     -0.11497059E-03     -0.13240730E-02     -0.30800772E-05     -0.63145342E-03
       3     -0.29943367E-03     -0.13240730E-02     -0.62513413E-05     -0.63145342E-03
       4     -0.45354929E-03     -0.13240730E-02     -0.91691098E-05     -0.63145342E-03
       5     -0.49459100E-03     -0.13240730E-02     -0.11198482E-04     -0.63145342E-03
       6     -0.52648718E-03     -0.13240730E-02     -0.13342518E-04     -0.63145342E-03
       7     -0.55082106E-03     -0.13240730E-02     -0.18639683E-04     -0.63145342E-03
       8     -0.57042096E-03     -0.13240730E-02     -0.22997293E-04     -0.63145342E-03
       9     -0.59038441E-03     -0.13240730E-02     -0.26715792E-04     -0.63145342E-03
      10     -0.60827052E-03     -0.13240730E-02     -0.29954067E-04     -0.63145342E-03
      11     -0.62525518E-03     -0.13240730E-02     -0.33273579E-04     -0.63145342E-03
      12     -0.64301489E-03     -0.13240730E-02     -0.36567629E-04     -0.63145342E-03
      13     -0.66226782E-03     -0.13240730E-02     -0.39743656E-04     -0.63145342E-03
      14     -0.68129058E-03     -0.13240730E-02     -0.42148010E-04     -0.63145342E-03
      15     -0.69800353E-03     -0.13240730E-02     -0.44737910E-04     -0.63145342E-03
      16     -0.71298864E-03     -0.13240730E-02     -0.47518439E-04     -0.63145342E-03
      17     -0.72862773E-03     -0.13240730E-02     -0.50540138E-04     -0.63145342E-03
      18     -0.74241253E-03     -0.13240730E-02     -0.54257482E-04     -0.63145342E-03
      19     -0.75801968E-03     -0.13240730E-02     -0.57819446E-04     -0.63145342E-03
      20     -0.77336180E-03     -0.13240730E-02     -0.60554760E-04     -0.63145342E-03
      21     -0.79193046E-03     -0.13240730E-02     -0.63122025E-04     -0.63145342E-03
      22     -0.80417152E-03     -0.13240730E-02     -0.65967631E-04     -0.63145342E-03
      23     -0.81672976E-03     -0.13240730E-02     -0.68615724E-04     -0.63145342E-03
      24     -0.82891324E-03     -0.13240730E-02     -0.71739721E-04     -0.63145342E-03
